Date,Close,High,Low,Open,Volume,momentum_5,mean_rev_10,vol_10,bb_upper_20,bb_lower_20,bb_mid_20,ema_20,rsi_14
2018-01-02,0.020168320445031,0.0189640188358011,0.0200443952254443,0.0188144994287689,0.0405583848265169,,,,,,,0.020168320445031,
2018-01-03,0.0197010099208359,0.0194037034678624,0.0207249561768049,0.0201080869513877,0.043428913634554,,,,,,,0.020123814680821944,
2018-01-04,0.0193263095855692,0.0184655186221154,0.0192486643300215,0.0189395473603311,0.1354079135036592,,,,,,,0.020047861814607396,
2018-01-05,0.0196055545773355,0.0182820769855099,0.0201939668036725,0.0194785418187388,0.0446106966110465,,,,,,,0.0200057373158196,
2018-01-08,0.022430772686406,0.0210518377744949,0.0207174758861565,0.0193894304149783,0.1339344997209161,,,,,,,0.020236693065399255,
2018-01-09,0.0220432487748027,0.0213010858782187,0.022497408478339,0.022143330552697,0.0879382176745902,0.09296402915065927,,,,,,0.020408745990104345,
2018-01-10,0.0222013912703952,0.0210490374140593,0.0228862980052065,0.0217178863108116,0.0398411765064935,0.12691640477348742,,,,,,0.020579474112036807,
2018-01-11,0.0226501797568047,0.0221426562858173,0.0233739076836576,0.0221548282677369,0.0794419271506246,0.17198680154215307,,,,,,0.020776684173443274,
2018-01-12,0.0224037029564467,0.0215265329213587,0.0234352349406841,0.0226420788962637,0.0485765364704669,0.14272222538126655,,,,,,0.020931638343253126,
2018-01-16,0.0229507960170811,0.0221692617130749,0.0236042518511242,0.0224854122483418,0.0765391833116644,0.02318347824862288,0.0016026674180102986,0.0014526125247672826,,,,0.021123939074093885,
2018-01-17,0.0239623422188808,0.0227293738625826,0.0243446422896447,0.022906546903188,0.0872074451310202,0.08706037225655172,0.00223481144242502,0.0015983829944184102,,,,0.021394263183121213,
2018-01-18,0.0235933403450632,0.0231914693906051,0.0249414436707186,0.0236539518393984,0.0631699454786034,0.06269647959063351,0.0014765765261846898,0.001522165443136915,,,,0.021603699103306166,
